"Date of Download: 2019-07-25_10:52:01"
"Search Parameters: metadata"

"studyDbId","studyName","studyDescription","trialType","breedingProgramDbId","breedingProgramName","breedingProgramDescription","studyYear","studyDesign","locationDbId","locationName","plantingDate","harvestDate","plotWidth","plotLength","plantsPerPlot","numberBlocks","numberReps","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","folderDbId","folderName","folderDescription","managementFactors"
"5341","18C1bAYTumu","Designing of field trial layout  of  Umudike","","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2019","RCBD","12","Umudike","","","4","4","","3","3","0.29","no","no","4357","2018_umudike",""," No ManagementFactor: "
"5153","18C2acrossingblock/CETubiaja","Crossing block trial established at Ubiaja in 2018","crossing_block_trial","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2018","Augmented","5","Ubiaja","2018-May-16","","1","5","","24","1","0.6","no","yes","5326","2018_Ubiaja",""," No ManagementFactor: "
"5543","18C2bSeedlingNurseryumu","C2b Seedling Nursery established at Umudike in 2018","Seedling Nursery","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2018","Augmented","12","Umudike","","","","","","1","1","","no","no","4357","2018_umudike",""," No ManagementFactor: "
"4585","18CGMAYTumu","CGM AYT established at Umudike in 2018","Advanced Yield Trial","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2018","RCBD","12","Umudike","2018-November-14","","","","","2","2","","no","no","4357","2018_umudike",""," No ManagementFactor: "
"4215","18NCRPIB","Assessment of the performance of clones with potential for release in the nationally coordinated release trial evaluation.","Variety Release Trial","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2018","Alpha","3","Ibadan","","","4","4","","18","3","0.1407","no","no","4216","2018_NCRP",""," No ManagementFactor: "
"4217","18NCRPIR","Assessment of the performance of clones with potential for release in the nationally coordinated release trial evaluation.","Variety Release Trial","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2018","Alpha","217","Iresi","","","4","4","","18","3","0.1407","no","no","4216","2018_NCRP",""," No ManagementFactor: "
"4220","18NCRPOT","Assessment of the performance of clones with potential for release in the nationally coordinated release trial evaluation.","Variety Release Trial","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2018","Alpha","16","Otobi","","","4","4","","18","3","0.1407","no","no","4216","2018_NCRP",""," No ManagementFactor: "
"4218","18NCRPUM","Assessment of the performance of clones with potential for release in the nationally coordinated release trial evaluation.","Variety Release Trial","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2018","Alpha","12","Umudike","","","4","4","","18","3","0.1407","no","no","4216","2018_NCRP",""," No ManagementFactor: "
"4219","18NCRPUY","Assessment of the performance of clones with potential for release in the nationally coordinated release trial evaluation.","Variety Release Trial","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2018","Alpha","218","Uyo","","","4","4","","18","3","0.1407","no","no","4216","2018_NCRP",""," No ManagementFactor: "
"4633","18PYTmealiness_umu","PYT Mealiness Trial established at Umudike in 2018","Preliminary Yield Trial","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2018","Alpha","12","Umudike","","","","","","31","3","","no","no","4844","KC_Folder",""," No ManagementFactor: "
"4642","18introLatAme_umu","CET Introgressed Latin American Cassava established at Umudike in 2018","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2018","Augmented","12","Umudike","2018-May-23","","1","4","","13","1","0.15","no","no","4357","2018_umudike",""," No ManagementFactor: "
"4841","18pyt_lgbariam","preliminary Yield Trial established at igbariam in 2018","Preliminary Yield Trial","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2018","Alpha","15","Igbariam","","","","","","15","3","","no","no","4844","KC_Folder",""," No ManagementFactor: "
"4842","18pyt_otobi","Preliminary Yield Trial established at Umudike in 2018","Preliminary Yield Trial","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2018","Alpha","16","Otobi","","","","","","21","3","","no","no","4844","KC_Folder",""," No ManagementFactor: "
"6363","19introLatAneumudike","introgresse Latin America CET Umu in 2019","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2019","Augmented","12","Umudike","","","","","","16","1","","no","no","","",""," No ManagementFactor: "
"4516","Cycle C1b genotyped non-selected_Kano","Cycle C1b genotyped non-selected","Advanced Yield Trial","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2018","RCBD","18","Kano","","","","","","2","2","","No","No","4515","Cycle C1b genotyped non-selected",""," No ManagementFactor: "
"4517","Cycle C1b genotyped non-selected_Umudike","Cycle C1b genotyped non-selected","Advanced Yield Trial","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2018","RCBD","12","Umudike","","","","","","2","2","","No","No","4515","Cycle C1b genotyped non-selected",""," No ManagementFactor: "
"6309","Ikenne2019RootPhenotyping","High Throughput Phenotyping for Storage Root Formation and shape","Preliminary Yield Trial","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2019","Alpha","32","Ikenne","2019-June-26","","1","5","5","30","3","0.15","yes","no","6308","Storage Root Phenotyping",""," No ManagementFactor: "
"2916","Kano2013TP1SET1CGM","CGM TP1 SET1 materials established at Kano in 2013 ","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2013","RCBD","18","Kano","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2947","Kano2013TP1set2CGM","Breeding Cassava Green mite resistance","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2013","RCBD","18","Kano","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2922","Kano2014TP1SET1CGM","CGM TP1 SET1 materials established at Kano in 2014","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2014","RCBD","18","Kano","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2938","Kano2015TP2set2CGM","Breeding for cassava green mite resistance at kano in 2015 ","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2015","RCBD","18","Kano","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2940","Kano2015TP2set3CGM","Breeding for Cassava Green Mite resistance","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2015","RCBD","18","Kano","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2945","Otobi2013TP1set1_225CGM","Breeding Cassava Green mite Resistance","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2013","RCBD","16","Otobi","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2946","Otobi2013TP1set2_235CGM","Breeding Cassava Green Mite resistance","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2013","RCBD","16","Otobi","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2943","Otobi2015TP2SET2CGM","Breeding Cassava Green Mite resistance","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2015","RCBD","16","Otobi","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2974","Otobi2015TP2set1_125CGM","Breeding Cassava Green Mite resistance","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2015","RCBD","16","Otobi","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2868","Otobi2015set3TP2CGM","CGM SET3 TP2 materials established at Otobi in 2015","","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2015","RCBD","16","Otobi","","","","","","1","1","","","","3852","CGM_trials",""," No ManagementFactor: "
"2872","Otobi2015set4TP2CGM","CGM SET4 TP2 materials established et otobi in 2015","","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2015","RCBD","16","Otobi","","","","","","1","1","","","","3852","CGM_trials",""," No ManagementFactor: "
"2949","Umudike 2013TP2SET2CGM","Breeding Cassava Green Mite resistance ","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2013","RCBD","12","Umudike","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2917","Umudike 2015TP1SET1CGM","CGM TP1 SET1 materials established at Umudike in 2015","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2015","RCBD","12","Umudike","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2918","Umudike 2015TP1SET2CGM","CGM TP1SET2 materials established at Umudike in 2015","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2015","RCBD","12","Umudike","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2921","Umudike 2015TP2SET1CGM","CGM TP2 SET1 Materials established at Umudike in 2015","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2015","RCBD","12","Umudike","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2923","Umudike 2015TP2SET2CGM","CGM TP2 SET2 materials established at Umudike in 2015","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2015","RCBD","12","Umudike","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2924","Umudike 2015TP2SET3CGM","CGM TP2 SET3 materials established at Umudike in 2015 ","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2015","RCBD","12","Umudike","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2950","Umudike2013TP2set1_125CGM","Breeding Cassava Green Mite resistance","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2013","RCBD","12","Umudike","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2960","Umudike2013TP2set3_120CGM","Breeding Cassava Green Mite Resistance","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2013","RCBD","12","Umudike","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2961","Umudike2013TP2set4_121CGM","Breeding Cassava Green Mite resistance","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2013","RCBD","12","Umudike","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2061","Umudike2013set1CGM","Breeding for Cassava Green mite resistance","","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2013","RCBD","12","Umudike","","","","","","3","1","","","","3852","CGM_trials",""," No ManagementFactor: "
"2113","Umudike2013set2CGM","Breeding for cassava green mite resistance","","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2013","RCBD","12","Umudike","","","","","","3","1","","","","3852","CGM_trials",""," No ManagementFactor: "
"2925","Umudike2015TP2SET4CGM","CGM TP2 set4 materials established at Umudike in 2015","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2015","RCBD","12","Umudike","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"6310","Umudike2019RootPhenotyping","High Throughput Phenotyping for Storage Root Formation and shape","Preliminary Yield Trial","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2019","Alpha","12","Umudike","2019-June-28","","1","5","5","30","3","0.15","yes","no","6308","Storage Root Phenotyping",""," No ManagementFactor: "
"2926","kano2014TP1set2CGM","CGM TP1 set 2 materials established at Umudike in 2014","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2014","RCBD","18","Kano","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2942","kano2015TP2set1CGM","Breeding for Cassava Green 












Breeding for Cassava Green Mite resistance","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2015","RCBD","18","Kano","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
"2941","kano2015TP2set4CGM","Breeding for cassava green mite resistance","Clonal Evaluation","163","NRCRI","NRCRI cassava breeding program, Umudike, Nigeria","2015","RCBD","18","Kano","","","","","","3","3","","","","3852","CGM_trials",""," No ManagementFactor: "
